id,text,listPrice
RE_005010,"Beautifully renovated 1840s village home. Prime location on quiet side street. Walk to the historic business district, schools, library, lake, farmers market and more! New furnace, HW heater, Kitchen, Baths, and newer roof and rebuilt garage with extra storage and workspace. A cozy cast iron stove warms the entire house. On the first floor, you will find a living room, dining room. kitchen and a bedroom. Upstairs are two bedrooms with original wide plank floors and a beautifully renovated bathroom. A large deck off the back of the house overlooks a private, fenced in yard. So much ""old house"" charm in this perfectly sized gem of a house!",429900.0
RE_015255,"PRICE REDUCED,Welcome home! This beautifully updated residence is move-in ready and waiting for its next chapter. Thoughtfully refreshed from top to bottom, it features a brand-new roof, new HVAC system with a new air conditioning unit, stylish new lighting, and fresh interior and exterior paint throughout. The updated kitchen and bathroom offer modern comfort and charm, while the newly refinished hardwood floors add warmth and character to every room.Step outside to enjoy the spacious backyard-perfect for entertaining, gardening, or creating additional storage space to suit your needs. This inviting home blends classic appeal with modern updates, making it a wonderful place to call your own. [Home Energy Score = 2. HES Report",450000.0
RE_012866,This parcel is a recent re-plat of the Hermiston Christian Center parcel. The tax ID #118598 is for the Hermiston Christian Center grounds and building because the County database has not been updated with the new number 173868 as shown on the aerial photo.,349000.0
RE_017944,"Classic city living in a historic Alphabet District building. This light and spacious corner unit has been maintained to highlight the vintage charm that oozes once you enter the building. Take in your city, multiple mountains, and West Hills views, and enjoy your private balcony. This vibrant neighborhood has a Walk Score of 98. Convenient private laundry access with deeded storage and off-street parking! Even has heated tile bathroom floors and its own deeded storage and laundry on the same floor; no basement trips for you! City living at its finest. Gorgeous and charming in a great location!",450000.0
RE_016454,"Seller now offering multiple buyer incentives! Introducing a true modern masterpiece, located near the summit of Mt. Park, this brand new construction modern home (new construction is ultra rare in Mt. Park!) offers amazing mountain range & territorial views, & convenient access to local walking trails & the amenity rich Mt. Park Recreation Center. Convenient proximity to local shopping, restaurants including some walkable local neighborhood favorites, & quick easy access to I-5. The house has been thoughtfully designed with today's needs & wants in mind. Featuring a sleek, modern exterior finished w/durable materials suited for the NW climate, complimented by beautiful modern light fixtures that nicely enhance the property's exterior each night. Inside, you'll be in awe at the soaring 10' ceilings & abundant natural light throughout the main level thanks to several large doors & windows. A spacious & open floorplan ideal for entertaining includes an oversize kitchen, guaranteed to make the chef of the house happy! The open main level flows seamlessly from the kitchen to the large family room & dining area w/plenty of space for entertaining. A large front deck also gives the main level a great indoor/outdoor flow. Main level also has a full custom bath, & a generously sized bedroom w/nicely built out closet. Step outside & take advantage of a 2nd large covered outdoor patio, stubbed w/gas, & BBQ ready. Upstairs offers 9' ceilings, 3 more bedrooms including a massive Primary Suite w/huge bathroom including a gorgeous custom tile shower & separate soaking tub, as well as an oversize double vanity w/plenty of storage & an impressive walk in closet. 2 more large bedrooms w/plenty of closet space & an additional full bath with a tub/shower means plenty of rooms for the whole family. On the entry level, an oversize 3 car garage w/EV plug means plenty of room for parking & storage for your hobbies!",1335000.0
RE_017325,"Enjoy a large 1/3 acre parcel ready for your dream home! Easy access and so many possibilities! This coveted corner lot near the beautiful Deschutes River. With river access just across the street! This lot is private and full of potential. Owners in the area have created parklike settings and this one will be amazing with your vision! Close to the highway 97 corridor, local snowpark nearby and just off a beautiful Oregon Scenic Byway, you can enjoy a full time residence, part time vacation home or even use as a recreational property with full hook ups! Your possibilities could be endless here. Buyer to do all due diligence on land use approvals. Owner carry is not an option",37000.0
RE_008083,"Discover your dream ski home in a prime location minutes to Bellleayre Ski Center! This completely renovated 3-bedroom, 2-bathroom home offers the perfect blend of modern comfort and proximity to the slopes. Step inside to an open-concept living space designed for seamless entertaining and cozy gatherings. The centerpiece of the living area is an impressive floor to ceiling stone fireplace, providing warmth and ambiance, complemented by a wood-burning stove for those chilly winter nights. The updated kitchen boasts modern appliances, an island/breakfast bar, and ample storage, making meal prep a joy. The spacious bedrooms feature plenty of natural light, with the primary suite offering a private retreat and a beautifully updated en-suite bathroom. Move-in ready, this home has been thoughtfully designed with high-quality finishes and meticulous attention to detail. Whether you're relaxing after a day on the slopes or enjoying the scenic surroundings, this home offers year-round comfort and convenience. A deck and several outbuildings add to the value of the move-in ready home. Don't miss this opportunity to own a turnkey property just minutes to skiing, dining, and outdoor Catskill adventures. 2.5 hours from NYC and close to the Trailways Bus route! Schedule your showing today!",449000.0
RE_014312,"This a one of several lots available on the same block. Buy one or all of them to build your dream home. Power, city water and sewer are available, as well as landline phone service. Access to hundreds of miles of ATV, UTV and snowmobile trails within a mile away. Bring your ideas and start enjoying all that the Sumpter Valley has to offer.",35000.0
RE_010848,"Welcome to this charming home nestled in the village of Depauville. This inviting property offers comfortable and affordable living. The first floor has a cozy living room, formal dining room, kitchen, full bathroom and first floor laundry. Upstairs features two bedrooms and a landing area that could be used for additional space. Village lot offers space to roam and a large parking area with shed to store your outside tools and toys. Located close to local amenities, short drive to St Lawrence River & a quick commute to Watertown and Fort Drum...this house is ready to welcome new owners home!",129900.0
RE_007850,"New Price Reduction! Private backyard, well-appointed Primary bedroom w/ a walk-in closet, private office w/ storage and updated bathroom w/ spa tub are just the beginning! Light and bright kitchen open to the family room with seating at the large counter. Lovely dining room plus a gas fireplace in the living room. Updated powder room downstairs. Mature landscaping on three sides, for a quiet and secluded feeling back yard with covered patio, large shed w/ power, plus a separate gazebo over the hot tub. Underground sprinklers front and back and central vacuum.Property is vacant, show anytime with courtesy text to Listing Broker. Listing Broker is related to the Seller.",529900.0
RE_008608,"Welcome to 134 Hill Crescent, a solidly built single-family home brimming with potential and character. Situated in a quiet, established Calverton neighborhood, this property offers the perfect canvas for buyers, investors, or DIY enthusiasts looking to create their dream residence.",199999.0
RE_017158,"Bay Ridge Limestone For Sale Welcome to this original barrel front townhouse in Prime Bay Ridge. This charming 20th-Century lime stone home offers timeless curb appeal and solid masonry construction. Classic architectural details, spacious interiors and quality make this home rare blend of historic character and lasting craftsmanship. Located near all transit options and a vibrant mi of restaurants, shopping and nightlife, this 2-family home with its many original details boasts 4 bedrooms, original parqet floors thoughout, formal living and dining rooms, along with a country-sized private backyard. There is also a studio apartment rental for added income. Too many extras to mention....a must see!",1450000.0
RE_009361,"Magnificent Country Waterfront Estate on shy 3 acres tucked away in Strong's Neck, Setauket..1000' on Little Bay w. private dock , Privacy with rustic elegance and designed for large family with top of the line furnishings. 5 Bedrooms 6.5 baths with grand entertainment room w. large stone Frpl and soaring ceilings, beautiful custom lighting and a full bar area, The Kitchen is outfitted with Stainless appliances and large island, radiantly heated Brazilian cherry wood floors. Outdoors this Estate is designed for entertaining with an expansive decking and patios with built in BBQ station and fireplace, Pergola and In-ground pool, 4 garages 2 attached 2 detached, 6 fireplaces, private manicured level acreage with great privacy for family compound. A Rare Opportunity to combine Elegance, recreation and a Serene waterfront lifestyle.",4900000.0
RE_001300,"Charming and full of character, this 3-bedroom, 1.5-bath home sits on a desirable corner lot in the heart of Peru. With 1,076 sq ft of living space, you'll love the warmth of the hardwood floors, the timeless beauty of wood archways, and the cozy ambiance of the fireplace. This home blends classic charm with everyday comfort, offering unique details you won't find in newer builds. Located just moments from the school, it's perfect for anyone looking for convenience and community. A rare gem that's ready to welcome you home!",239900.0
RE_001787,"Welcome to [Redacted Entity], located in the charming Village of Holland Patent. This cozy 3-bedroom, 1 bath home offers a comfortable blend of small town charm, outdoor enjoyment, and convenient access to modern amenities. The main floor features an open concept living room and dining room combination, ideal for everyday living and family gatherings. Flooring throughout the home includes a mix of hardwood, laminate plank, and wall-to-wall carpeting. Outside, the manageable yard provides space for gardening, relaxing evenings, or entertaining on the large back deck. It is conveniently located just minutes from Griffiss Business & Technology Park, Rome Health, Wynn Hospital, Turning Stone Resort & Casino, surrounding business parks, and major routes. Outdoor enthusiasts will appreciate the year-round recreational opportunities nearby. The Trenton Greenbelt offers scenic trails through woods and fields perfect for walking, hiking, and snow shoeing in the winter. Close neighborhood parks and walking paths . Snowmobile trailheads near Mapledale and Route [Redacted Entity] away. Nearby attractions also include Golf Courses, Delta Lake, Woods Valley Ski Area, Pixley Falls State Park and Boonville Brea Trails.",224900.0
RE_018108,"Updated Roseway bungalow on private corner lot. Walking distance to parks, schools, bus, and Roseway shops/cafes. Charm galore: inviting front porch, open flrpln, covered side porch, and light filled rooms. Spacious kitchen w/ all appliances loads of storage. Large bath with clawfoot tub/shower combo and attached laundry/utility rm. 2 bedrms w/ wall-to-wall carpet and door to attached, private side deck. Unfinished basement with bonus storage, built-in workbench, updated panel, gas wtr htr, and brand new gas furnace. Spacious yard for future shed/garage/ADU and driveway for 2+ cars. Don't miss! [Home Energy Score = 6. HES Report",389900.0
RE_015270,"Announcing 543 Lorimer, a rare 2-family townhouse offering the potential to collect significant income while living in a newly developed work of art. With completion anticipated this Spring, this is a unique opportunity for a Buyer to customize finishing touches and key features/amenities. No detail has been spared in this luxurious home that features separate entrances for each residence, zoned AC and heating, Anderson windows and solid wood core doors, white oak wide plank flooring throughout, high ceilings and laundry in both apartments. Step into a welcoming vestibule, hang your jacket in the coat closet, and enter into the Garden level residence, where you'll find a spacious layout complete with an open kitchen, living room with nearby powder room and a fully outfitted Bedroom suite complete with two closets and full bathroom. The living room opens out to a private backyard oasis, nicely appointed with a grilling station, pet relief area and lush landscaping. Access to the basement provides additional space for recreation or storage along with the option to add a convenient amenity like a home gym. 10-foot ceilings on this level ensure an open, spacious atmosphere. You'll find laundry, an additional full bathroom and a kitchenette with beverage refrigerator on this floor. The owner's duplex features a grand salon on the main level spanning over 28 feet long, creating an impressive reception area with open living and dining areas, a stunning kitchen and a powder room. The centerpiece of the kitchen is a massive quartz island, which is perfectly framed by high-end Viking appliances and custom solid wood cabinetry. The living space on this floor is flanked by a beautiful 62-inch mantle housing a gas fireplace. Multiple widows draw in energizing natural light all day long. Your bedroom sanctuary upstairs boasts 11.5-foot ceilings, maximizing natural sunlight and a feeling of peace. On this floor you'll find 3 bedrooms of ample size with spacious closets, along with two full bathrooms. The Primary Suite leaves nothing to be desired, with a huge walk-in closet and an ensuite bathroom featuring radiant heated porcelain tile floors, a deep-soaking tub and custom solid wood vanities with quartz countertops. The furnished roof deck is incredible, with a grilling station, kitchenette and panoramic views. Located just one block from the G and L subway station at Metropolitan Ave, this house sits on a quiet block nestled in one of Brooklyn's most desirable areas. For investors looking to rent out the full house, you are looking at at 5.5% CAP Rate. Please note that the photos included here are renderings. This project is scheduled to be completed in May 2026. The final product may have small variations. In-person showings are available upon request. Take this early opportunity to customize your dream home! Reach out today for a convenient showing time!",3499000.0
RE_017066,"Charming ranch-style home in a prime Oregon City location! Featuring a spacious living room with a cozy wood-burning fireplace, a bright kitchen with stainless steel appliances, and three comfortable bedrooms, this home is move-in ready. Enjoy a covered deck, fully fenced yard, and low-maintenance landscaping-perfect for gatherings or quiet evenings. Just minutes from Rivercrest Park and downtown, this gem offers comfort, convenience, and lasting value.",399900.0
RE_007798,"Welcome to your cozy cottage centrally located in NW Portland! This warm and inviting one bedroom condo offers exceptional walkability to nearby parks, cafes, restaurants, groceries and transit options. Conveniently located near vibrant NW 23rd Ave (approx .2 mi), Forest Park trail access (approx .5 mi) and across the street from Wallace Park. This end unit features beautiful hardwood floors, abundant natural light, a mini-split system for year round comfort and energy efficiency, updated kitchen, in unit washer and dryer, custom built closet system, and sexy full bathroom remodel with gorgeous gold accents and ceiling to floor tile. A separate 10 x 5 dedicated storage unit is located in the basement for your bike and other storage needs. Pet-friendly policy welcomes four-legged family members. The HOA includes water, trash, sewer, exterior maintenance and grounds. The Home Energy Score doesn't get better than a perfect 10 out of 10!",249950.0
RE_016686,"Conveniently located just minutes from town, this well-kept home offers plenty of space inside and out. The property features a newer roof, paved driveway, and a covered front deck, and a large shop! Inside, the home offers three bedrooms, two and a half bathrooms, and a flexible floor plan. The main living area is comfortable and functional, with an open flow between the kitchen, dining, and living spaces. Outside, the property offers over a quarter acre, with plenty of room for parking, gardening, or outdoor activities. The large shop is a standout feature, offering power, ample storage, and space for tools, equipment, or recreational vehicles. With easy access to town, schools, and services, this property combines convenience with extra room to spread out-perfect for anyone looking for functional space and flexibility. The seller is a licensed Realtor in the state of Oregon.",375000.0
RE_017762,"Welcome home to this wonderful and tastefully updated and remodeled home right here in Myrtle Point, Oregon. This 3-bedroom, 1 bathroom and primary bedroom on the main floor spans across two levels. It is move in ready, with a newer roof, recently painted exterior siding, and many more updates like a mini-split heating and AC unit, flooring and more. This home has a massive attached 4 car garage, plus a 24x32 metal shop, perfect for the auto enthusiast, mechanic, or for those with all sorts of cars, toys, and more. With the large corner lot, you have space to enjoy gardening, parking an RV/Boat and more. Newer deck, providing an extra nice outdoor space for hosting your guests for BBQ's and more. This newly remodeled home is ready for some new residents to enjoy living along the Oregon Coast without breaking the bank to do it. Contact your Agent today for a showing.",338500.0
RE_017826,"Enjoy distant ocean views from this .22-acre lot, tucked away at the top of the road. The septic is already approved, property corners are marked, and with a bit of clearing you'll have a great start. Utilities are available right at the street. Picture your dream home here-maybe even a split-level design to make the most of those views! It's a wonderful place to settle in, with beach access just across the highway and not in Tsunami Zone. Out of respect for neighbors, please schedule an appointment and view with your broker. Possible Owner terms to Qualified Buyer.",150000.0
RE_007549,"Sitting on a sunny 0.17-acre corner lot in Astoria, this 2, 557-square-foot residence offers 4 bedrooms and 4 bathrooms of flexible living space with stunning Young's Bay views. A huge deck and fully fenced yard set the stage for seamless indoor-outdoor living, perfect for entertaining or relaxed family time. With potential for multi-family configuration and income-producing use, this home blends comfortable everyday living with smart investment potential, all just moments from waterfront strolls, cafes, and local amenities. Schedule a tour to explore the bay views, the spacious layout, and the exciting possibilities this property holds.",728983.0
RE_002667,"Come home to refined elegance and enjoy Washington County living at its finest! An ample covered front porch opens to a stunning foyer of high ceilings, hardwood floors and full grain wood paneling. Natural light cascades through expansive windows over custom casework in the office, family room, living room & dining room - All of which surround a kitchen of luxury grade appliances, leathered slab countertops and butcher-block island. Upstairs, you'll find exquisite bedroom & bathroom spaces with generous dimensions, frameless glass showers and designer fixtures & finishes. Outside is an array of options for entertaining or private enjoyment - An enormous covered deck with ceiling heaters, fans and gas fire centerpiece blends with an open-air gas fireplace, a basketball court and carefully cultivated lawn & landscaping. The 3-car garage & entryway feature polymer surfacing while the RV parking space is comprised of durable pavers. A long list of recent upgrades includes roof, attic fan, outdoor fireplace, remodeled bathrooms and new air conditioner & water heater - Be sure to ask your broker for the full list of improvements. This unparalleled location is a fit for all seasons and each generation - Youngsters cherish the Quatama/Poynter/Liberty school corridor and everybody loves the award-winning Hidden Creek park complex, just a block away. This neighborhood is renowned not only for its tranquil, tree-lined sidewalks and proximity to Orenco Station's shops, restaurants and light rail stop, but also for its easy access to commuting corridors and HWY 26 to the coast. Have it all, right here in Brookwood Estates! [Home Energy Score = 4. HES Report",1050000.0
RE_003554,"3 bed 2.5 bath w/big backyard. Master features a large walk-in closet, 5' shower, double vanity, & private toilet. Open plan with an open kitchen, pantry & breakfast bar overlooking the large great room. Half bath and coat closet downstairs, plus a 1 car garage. Upstairs utility room, linen closet & desk area. 2-10 Home Warranty included. Only 2 units available at this price. Listing broker is RMI for Good Well Construction, Inc. and is a member of Madelyn Meadows LLC. Homeowners association exists only to maintain the private street & storm line, text listing agent for more information.",339900.0
RE_017098,"Check out this beautiful property featuring a 3-bed, 2-bath main home with stunning Mt. Hood views and a massive garage/shop - a hobbyist's dream with room for all your toys and projects. Also included: a separate unfinished space with an additional 3 beds and 1.5 baths, ready for your finishing touches or to tailor for multigenerational living. The main house is move-in ready. Conveniently located about 30-40 minutes from ski resorts and roughly 15 minutes from the Columbia River. This home has had all roofs replaced in 2025 --Don't miss this incredible opportunity - schedule a showing today.",1100000.0
RE_015720,"Beautiful 16 acre building lot that features Twenty Mile Creek flowing through the middle of the property. There is no gas, mineral or timber rights. No water, electric, or sewage is on this parcel. Located where County Road #13 and Klondyke Roads meet, adjacent to [Redacted Entity] #13.",64000.0
RE_014241,"Gothic Revival Country House. Welcome to the Hurst-Pierrepont Estate. This Gothic beauty, situated in the picturesque Hudson Valley is truly a one of a kind offering. The house completed in 1867, designed by Alexander Jackson Davis for Edwards Pierrepont as a country home, sits on almost 20 verdant acres with pool, patio, pond, perennial gardens and specimen trees. Preserving the home's rich history inside, the period features continue throughout. Beginning with the dramatic entrance showcasing the grand, keyhole staircase, the generous public spaces with many fine trim details, paned windows , archways and niches abound. A layout that offers great flow for entertaining as well as many nooks in which to retreat to relax. A slice of country life without being too remote. This hidden sanctuary in the center of Garrison awaits its next owner to enjoy all the history and beauty it has to offer. Privacy without sacrificing convenience. A perfect retreat.",4995000.0
RE_010893,"PRE SALE BUYER BONUS!!! (UPGRADE TO GAS RANGE, OPPORTUNITY TO SELECT INTERIOR COLORS, INCLUDING FLOORING, TILE, AND CARPET) COMING SOON!! This beautiful new construction home with sleek stucco exterior will include a stylish quartz countertops, a spacious kitchen island, and durable laminate flooring. Enjoy indoor-outdoor living with a covered patio, perfect for relaxing or entertaining. The great room boasts impressive 11-foot ceilings, while 9-foot ceilings throughout the remainder of the home. Buyers have the unique opportunity to select their preferred colors and finishing finishes, allowing you to personalize the final touches and truly make this home your own. Don't miss this opportunity to own a fresh, contemporary home built with comfort and style in mind. Contact us today for more information!",369000.0
RE_007554,"Calling all Flippers - Charming & Unique Older Home with Legal Accessory Apartment and Outdoor Entertaining Space! 3-bedroom, 2-bath single-family home with accessory apartment. Features include formal dining room, spacious living room, and 1st floor bedroom with full bath. Classic charm throughout. Detached 2-car garage with legal studio apartment above, including washer hookup. Workshop area below with additional 1.5 baths offers flexible use. Outbuilding with bar and living area--great for entertaining! Shared driveway, fenced yard, and plenty of character. Property is held in Trust. Ideal for multi-generational living or rental income. A rare and versatile find!",188000.0
RE_017420,"Beautiful 3 bed, 2.5 bath home in the Jan Rae neighborhood offering 1,538 sq ft of comfortable living space. Great floor plan with spacious primary suite and family room with gas fireplace. Enjoy a well-maintained fenced backyard with deck-perfect for entertaining. RV parking and 2-car garage provide extra convenience. Close to parks, schools, and easy I-5 access for commuting.",445000.0
RE_017682,"PRIDE OF OWNERSHIP - Stunning Custom 2-Story Home with River & Mountain Views! This beautifully maintained and thoughtfully designed custom home offers comfort, space, and breathtaking scenery. Perched above the Chetco River, enjoy panoramic views of the river and surrounding mountains from multiple rooms throughout the home. Upper-level highlights: Primary Suite with expansive picture windows capturing river and mountain vistas. Spa-style bathroom featuring a Jacuzzi tub, walk-in shower, dual sinks, large vanity, and laundry chute to the laundry room on lower floor. Open-concept living room, dining area, and country-style kitchen includes granite countertops, center island with seating, oak wood floors, pantry, and direct access to the Trex deck with powder-coated aluminum railing overlooking orchards, natural foliage, and the river. Convenient half bath for guests. Exterior door from the kitchen takes you out a deck overlooking the upper orchard. Lower Level: 2 spacious bedroom, versatile bonus room perfect for an office, library, gym, guest or hobby space. Full bathroom laundry room. Direct access to outdoor areas. Additional Features: Central vacuum system throughout the home. Two water heaters, one for each floor. Paved driveway. Oversized 2-car garage Detached 40x16 RV/boat cover 31x12 workshop/storage/tool shed greenhouse, garden shed, and space for future garden or shop development. Roof was replaced on 7-23-24. Fruit Lover's Paradise: Approximately 25 fruit trees: plum, peach, cherry, pear, and fig, and apple trees. Berry bushes: blackberry, blueberry, raspberry and huckleberry. Lush landscaping and irrigated orchard area. Prime Location: Close proximity to premier fishing and swimming holes with easy access while still offering privacy and tranquility. Whether you're looking for a private retreat, a homestead, or a place to entertain with unforgettable views, this property delivers exceptional quality and value. Schedule your private showing today!",724500.0
RE_009859,"Discover your dream home in this rare Oregon Ranch, now on the market. Spanning an impressive 148.08 acres of tranquil, park-like land, this property offers the perfect blend of country living and convenience, just minutes from downtown Cottage Grove, Cottage Grove Lake, and I-[Redacted Entity], you'll be greeted by a gated entry and one of 2 large ponds that enhance the serene atmosphere.This stunning estate presents endless possibilities, making it an ideal location for a beautiful wedding venue or a sprawling vineyard. Inside, you will find a tastefully updated home featuring four bedrooms and four bathrooms, with over 3,263 square feet of living space. The interior boasts luxurious vinyl plank flooring throughout the living areas, creating a modern and inviting ambiance. The spacious kitchen is a chef's dream, complete with custom cabinets, granite countertops, and a generous island. Natural light floods the living room through oversized windows, complemented by a cozy wood-burning fireplace, perfect for relaxing evenings. The family room opens onto a brand-new deck that overlooks the 2 picturesque ponds and views of the pasture. Upstairs, 3 generous guest bedrooms share a full bathroom conveniently located in the hallway. The owner's suite is a true retreat, featuring its own private balcony and a spa-like ensuite bathroom. Additionally, the upstairs den is designed for entertaining, equipped with exterior access and a fun pool table. Outside, you'll find two charming 100 year-old barns, adding character to the property. The oversized detached garage adjacent to the house offers the potential for conversion into a studio or an ADU. A well-sized barn further up the road, complete with cross fencing! This exceptional property is sure to impress. Showings are by appointment only contact your broker today to schedule a private tour!",1595000.0
RE_017955,"This well-maintained, 2-bedroom, 2-bath home, with a spacious loft offers 1,584 sq ft of abundant natural light. The home sits on a corner lot in a highly desirable location in Sunriver. Step inside to find brand-new luxury vinyl flooring, soaring ceilings, and expansive windows that fill the home with warmth and brightness. The main level features a generous living area, a guest bedroom, and an updated main-floor tub/shower. Upstairs, the spacious loft, with an outdoor balcony, offers flexible options, extra sleeping space, or media room/home office. The master ensuite includes a wall of windows, walk-in closet, double vanity and walk in shower. The large outdoor deck offers plenty of space for dining, lounging, and soaking up the peaceful forest views. A new hot tub invites you to unwind under the stars. The home is turnkey and comes fully furnished.",780000.0
RE_017123,"Stylish and move-in ready Saugerties 2-bedroom, 1 3/4-bath townhouse offering three levels of thoughtfully designed living space and no HOA fees. Ideally located near shopping and everyday conveniences, this home combines modern finishes with functional design. The main living area features striking bamboo flooring and a dramatic two-story ceiling that fills the space with natural light. The beautiful and functional kitchen showcases pewter shaker cabinets, butcher block countertops, and stainless steel appliances - perfect for both daily living and entertaining. Upstairs, the master suite offers new carpeting and a comfortable retreat. Both baths are tastefully finished with tile and modern walnut vanities for a clean, contemporary feel. The spacious lower level features luxury vinyl plank flooring and a walk-out slider, providing flexible space for a family room, home office, or guest area. Enjoy sunsets from the west-facing rear deck, and appreciate the convenience of an attached garage. A rare opportunity to own a well-appointed townhouse with no HOA in a prime location with municipal water, sewer and natural gas - don't miss it!",379000.0
RE_015478,"Apartment 3E is a South facing studio with separate kitchen super low maintenance of only $865![Redacted Entity] is a 32-unit cooperative with a video intercom system, fantastic furnished roof deck, laundry room, elevator and live in superintendent. The building has undergone a full renovation of the lobby and hallways.Pied-a-terre/guarantors/co-purchasing/gifting allowed, subletting allowed after 2 years and pets allowed. 1% Flip tax payable by seller.Situated a few blocks from Central Park, Columbus Circle, the shops at the Time Warner Center (including Whole Foods) and all major transportation conveniences are at your fingertips! A 57th Street subway entrance provides access to the 1, A, C, B, and D trains through the Turnstyle Underground Market leading to the 59th Street Columbus Circle stop. The N, R, Q and W trains are also nearby, allowing easy East Side access.",399000.0
